restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dish_liked,cuisines,approx_cost_for_two,listed_in_type,listed_in_city,pricing_segment,rating_category
Pizza Stop,Yes,No,3.2,166,080 43704050,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600,Delivery,Old Airport Road,Mid,Average
Pasta Street,Yes,Yes,4.5,1670,"080 48504242
080 48501500",Indiranagar,Casual Dining,"Pasta, Pizza, Garlic Bread, Ravioli, Orange Mojito, Chicken Calzone, Mocktails","Italian, Pizza, Salad",1300,Delivery,Old Airport Road,Premium,Excellent
Keventers,Yes,No,4.0,571,"091 9446233155
091 8095577222",Indiranagar,"Beverage Shop, Dessert Parlor","Thick Shakes, Choco Chip Shake, Choco Hazelnut, Chocolate Hazelnut Shake, Oreo Shake, Kit Kat Shake, Butterscotch Shake","Beverages, Desserts, Ice Cream",400,Delivery,Old Airport Road,Mid,Good
Mani's Dum Biryani,Yes,No,4.0,690,080 60001600,Jeevan Bhima Nagar,Casual Dining,"Raita, Vegetable Biryani, Mutton Biryani, Chicken Kebab Biryani, Paneer Biryani, Chicken Biryani Combo, Lemon Chicken","Biryani, Andhra",750,Delivery,Old Airport Road,Premium,Good
Kick Out the Jams,Yes,No,4.0,528,+91 9900831191,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350,Delivery,Old Airport Road,Mid,Good
Cup Chronicles Cafe,Yes,Yes,3.9,58,080 49652570,Indiranagar,Quick Bites,"Tea, Sandwiches","Continental, Desserts, Beverages",450,Delivery,Old Airport Road,Mid,Good
Crunch Pizzas - Express Delivery,Yes,No,3.0,239,"+91 8310664961
+91 9663305078",Indiranagar,Delivery,"Pizza, Pepperoni",Pizza,500,Delivery,Old Airport Road,Mid,Average
Tata Cha,Yes,No,3.9,681,18001208242,Indiranagar,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Dabeli, Iced Peach Tea, Bun Maskas","Cafe, Tea, North Indian",500,Delivery,Old Airport Road,Mid,Good
Dhaba - Estd 1986 Delhi,Yes,Yes,4.4,1522,"080 48536713
+91 8884498122",Indiranagar,"Casual Dining, Bar","Gajar Halwa, Shikanji, Kheer, Dal Makhani, Lunch Buffet, Panner Tikka, Butter Chicken","North Indian, Mughlai, Desserts",1500,Delivery,Old Airport Road,Premium,Excellent
Karachi Bakery,Yes,No,3.9,63,+91 9441444756,Indiranagar,"Bakery, Quick Bites","Pasta, Pesto Pizza","Bakery, Fast Food, Beverages, Desserts",500,Delivery,Old Airport Road,Mid,Good
Coastal Delight,Yes,No,4.1,198,"080 25254952
+91 9880985235",Indiranagar,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry","Seafood, South Indian, North Indian, Mangalorean, Chinese",650,Delivery,Old Airport Road,Mid,Excellent
Snacks Joint,Yes,No,3.7,186,+91 8861496927,Jeevan Bhima Nagar,Quick Bites,"Samosa, Poha, Chaat, Ginger Tea, Chhole Bhature, Chole, Aloo Tikki",Fast Food,150,Delivery,Old Airport Road,Budget,Good
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Yes,No,4.4,593,"+91 9901428604
+91 7760253076",Thippasandra,Quick Bites,"Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries","Fast Food, Sandwich",800,Delivery,Old Airport Road,Premium,Excellent
Monkey Bar,Yes,No,4.3,3888,080 49653039,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli","American, Asian, European, North Indian",1400,Delivery,Old Airport Road,Premium,Excellent
Little Kolkata,Yes,No,3.9,96,"+91 7349514383
+91 9535415192",Ejipura,Quick Bites,"Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",500,Delivery,Old Airport Road,Mid,Good
Thunder Fried Chicken,Yes,No,3.6,181,"080 22907009
+91 9845319888",Jeevan Bhima Nagar,Quick Bites,"Chicken Grill, Rolls, Chicken Roll, Shawarma Roll, Rumali Roti, Paneer Roll, Tandoori Chicken","North Indian, Biryani, Mughlai, Rolls",350,Delivery,Old Airport Road,Mid,Good
Cita Pani,Yes,Yes,3.8,55,080 49653502,Indiranagar,Quick Bites,"Peri Peri Chicken, Shawarma, Biryani, Rolls","Biryani, North Indian, Arabian",350,Delivery,Old Airport Road,Mid,Good
Mama Mia!,Yes,No,4.3,428,"+91 7892084813
+91 9886091914",Indiranagar,"Dessert Parlor, Cafe","Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes","Desserts, Cafe",400,Delivery,Old Airport Road,Mid,Excellent
Glen's Bakehouse,Yes,No,4.3,5352,"080 41228773
080 41616477",Indiranagar,"Bakery, Cafe","Coffee, Pizza, Cheesecake, Pasta, Potato Salad, Sandwiches, Chicken Pot Pie","Bakery, Cafe, Italian, Desserts",600,Delivery,Old Airport Road,Mid,Excellent
Not Just Parathas,Yes,No,3.8,170,"+91 7348951101
+91 7348952101",Kaggadasapura,Quick Bites,"Paratha, Lassi, Panneer Butter Masala, Tandoori Roti","North Indian, Chinese",500,Delivery,Old Airport Road,Mid,Good
Roll Er Dokaan,Yes,No,3.9,139,+91 9632946070,Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Double Egg Roll","Street Food, Rolls",300,Delivery,Old Airport Road,Budget,Good
Gokul Kuteera,Yes,No,3.9,260,"080 41161178
080 25200941",Indiranagar,Casual Dining,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali","North Indian, Chinese",650,Delivery,Old Airport Road,Mid,Good
Gowdru Hotel,Yes,No,3.9,203,"+91 9740207244
+91 9448233814",Indiranagar,Quick Bites,"Mutton Chops, Mutton Fry, Brain Fry, Mutton Masala, Mutton Curry, Donne Biryani, Chicken Curry",South Indian,400,Delivery,Old Airport Road,Mid,Good
Stoner,Yes,No,4.4,2699,080 49652129,Indiranagar,Dessert Parlor,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava","Ice Cream, Pizza, Beverages",550,Delivery,Old Airport Road,Mid,Excellent
No More Hungry,Yes,No,3.3,214,+91 9980100040,Jeevan Bhima Nagar,"Takeaway, Delivery","Thali, Lassi, Litti, Pav Bhaji, Chole Bhature, Aloo Paratha",North Indian,450,Delivery,Old Airport Road,Mid,Average
Dhyaana,Yes,No,4.3,156,+91 9900029648,Indiranagar,Cafe,"Paneer Roll, Momos, Corn Bhel, Thali, Chai, Momo Platter, Corn Momo","Cafe, Healthy Food, Fast Food, Beverages",600,Delivery,Old Airport Road,Mid,Excellent
Frozen Bottle,Yes,No,4.1,174,080 48658502,Indiranagar,Beverage Shop,"Ferrero Rocher, Belgian Chocolate, Brownie, Milk Shake, Cake Jar, Salted Caramel, Chocolate Hazelnut","Beverages, Desserts, Ice Cream",400,Delivery,Old Airport Road,Mid,Excellent
Roll Over,Yes,No,4.2,217,+91 7892989820,Indiranagar,Dessert Parlor,"Rolls, Ice Cream Roll, Brownie, Hot Chocolate, Peri Peri Fries, Irish Coffee, Mississippi Mudpie","Ice Cream, Beverages, Fast Food",500,Delivery,Old Airport Road,Mid,Excellent
Cafe Grill,Yes,No,4.1,505,"080 40960522
+91 8553114422",Jeevan Bhima Nagar,Quick Bites,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Chicken Biryani, Paneer Roll, Chicken Shawarama","Chinese, North Indian, Rolls",300,Delivery,Old Airport Road,Budget,Excellent
Taiki,Yes,Yes,4.4,139,080 49652196,Indiranagar,Casual Dining,"Sushi, Ramen, Bibimbap, Salmon, Dumplings, Tempura, Yaki Soba","Asian, Japanese, Korean, Thai, Sushi",1200,Delivery,Old Airport Road,Premium,Excellent
Thai House,Yes,No,4.2,232,080 48658489,Indiranagar,Casual Dining,"Papaya Salad, Tom Yum Prawn, Tom Yum Soup, Pad Thai, Thai Spice, Sea Food, Thai Green Curry",Thai,1500,Delivery,Old Airport Road,Premium,Excellent
Bombay Brasserie,Yes,No,4.4,1908,"+91 8884400700
080 41471004",Indiranagar,Casual Dining,"Chips, Cocktails, Biryani, Pinacolada, Almond Soup, Mocktails, Kulcha",Modern Indian,1800,Delivery,Old Airport Road,Premium,Excellent
Ovenstory Pizza,Yes,No,4.0,108,"18002700913
+91 7022275389",Old Airport Road,Delivery,"Pizza, Garlic Bread, Lava Cake",Pizza,800,Delivery,Old Airport Road,Premium,Good
Gobble Up Churros Cafe,Yes,No,4.3,379,"+91 9108258223
+91 9611103499",Indiranagar,Dessert Parlor,"Churros, Empanadas, Hot Chocolate, Chocolate Banana, Salad, Chocolate Shake, Patata Bravas","Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",400,Delivery,Old Airport Road,Mid,Excellent
Under The Tree,Yes,No,3.0,64,"080 25351493
+91 9740197320",Domlur,Dessert Parlor,Sandwich,"Desserts, Juices, Fast Food",200,Delivery,Old Airport Road,Budget,Average
Treat,Yes,No,3.9,553,"080 25253902
080 25282137",Indiranagar,Casual Dining,"Butter Chicken, Rolls, Railway Mutton Curry, Panneer Butter Masala, Chole Bhature, Palak Paneer, Roti","North Indian, Mughlai",800,Delivery,Old Airport Road,Premium,Good
Aagaman Veg,Yes,No,4.0,560,"080 40956662
080 40926663",Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900,Delivery,Old Airport Road,Premium,Good
Jonah's,Yes,Yes,4.1,1856,"+91 7349671711
+91 7349671712",Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich","Italian, Seafood, American, Continental",1100,Delivery,Old Airport Road,Premium,Excellent
Crunch Pizzas,Yes,No,2.9,331,"+91 9663305078
+91 8310664961",Domlur,Delivery,"Thin Crust Pizza, Pepperoni, Pie","Italian, Pizza",600,Delivery,Old Airport Road,Mid,Average
Tea Brew,Yes,No,4.1,1157,"080 41715878
+91 9538612243",Indiranagar,"Cafe, Casual Dining","Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Hot Chocolate","Cafe, Continental, Momos, Italian, North Indian",500,Delivery,Old Airport Road,Mid,Excellent
InnerChef,Yes,No,3.7,271,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken","North Indian, Continental",500,Delivery,Old Airport Road,Mid,Good
Bob's Restaurant,Yes,No,4.0,331,"080 41161228
+91 7349084147",Jeevan Bhima Nagar,Quick Bites,"Palak Chicken, Mutton Keema Masala, Sarson Ka Saag, Mushroom Masala, Makkai Roti, Dal Tadka, Palak Paneer","North Indian, Chinese",500,Delivery,Old Airport Road,Mid,Good
Hotel Karavali,Yes,No,3.7,264,"+91 9739116199
+91 8197866060",Jeevan Bhima Nagar,Quick Bites,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha","Biryani, North Indian, Mangalorean, Seafood",450,Delivery,Old Airport Road,Mid,Good
Imli,Yes,No,3.8,1850,080 45128802,Indiranagar,Casual Dining,"Potato Fries, Imli, Missi Rotis, Jalebi, Chaat, Shikanji, Ginger Tea","North Indian, Street Food",800,Delivery,Old Airport Road,Premium,Good
Sabari Juice Junction,Yes,No,4.1,132,080 25250089,Jeevan Bhima Nagar,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich","Beverages, Sandwich",250,Delivery,Old Airport Road,Budget,Excellent
Chung Wah Express,Yes,No,2.8,97,"080 41238088
+91 9792369744",Indiranagar,Casual Dining,"Noodles, Kung Pao Vegetables, Sweet Corn Soup, Chowmein, Prawn","Chinese, Thai, Momos, Vietnamese",600,Delivery,Old Airport Road,Mid,Average
Mamagoto,Yes,Yes,4.4,2579,"080 40937237
+91 8884498760",Indiranagar,Casual Dining,"Noodles, Chilli Chicken, Cocktails, Spicy Chicken Bangkok Bowl, Tempura Prawns, Pad Thai, Khao Suey","Asian, Thai, Chinese, BBQ, Momos",1600,Delivery,Old Airport Road,Premium,Excellent
One Chu Restaurant,Yes,No,3.9,327,"+91 9738450792
080 25238800",Old Airport Road,Casual Dining,"Noodles, Momos, Sweet Corn Soup, Egg Fried Rice, Manchurian, Chowmein","Chinese, Momos",600,Delivery,Old Airport Road,Mid,Good
All Shook Up!,Yes,No,3.9,77,"+91 7349535300
+91 9535066411",Domlur,"Dessert Parlor, Beverage Shop","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich","Desserts, Beverages",300,Delivery,Old Airport Road,Budget,Good
Grill Hut,Yes,No,3.6,84,"+91 9902972764
+91 7795209904",Kaggadasapura,Quick Bites,"Rolls, Chicken Roll, Chicken Baida Roti","Fast Food, Rolls",350,Delivery,Old Airport Road,Mid,Good
Malabar,Yes,No,3.0,162,"080 25290660
+91 9844505800",Jeevan Bhima Nagar,Quick Bites,"Malabar Fish Curry, Appam, Sea Food, Idiyappam, Fish Fry, Thali, Ghee Rice","Kerala, Seafood, Biryani",400,Delivery,Old Airport Road,Mid,Average
Mood For Food,Yes,No,4.0,151,+91 8217834022,Jeevan Bhima Nagar,Casual Dining,"Tandoori Chicken, Paneer Tikka, Chicken Biryani, Paratha, Butter Chicken","North Indian, Biryani",800,Delivery,Old Airport Road,Premium,Good
New Tandoor,Yes,No,3.5,293,"080 65749410
080 25244044",CV Raman Nagar,Casual Dining,"Rolls, Butter Naan, Shawarma, Tandoori Chicken, Biryani, Rumali Roti, Sweet Corn Soup","North Indian, Chinese, Mughlai, Rolls",550,Delivery,Old Airport Road,Mid,Average
Taza Tawa,Yes,No,3.8,170,+91 7090098900,Jeevan Bhima Nagar,Quick Bites,"Chicken Grill, Chicken Shawarama, Shawarma, Tandoori Chicken, Rumali Roti, Rolls, Egg Biryani","North Indian, Chinese, Kebab, Beverages",550,Delivery,Old Airport Road,Mid,Good
Cafe Coffee Day,Yes,No,3.7,72,+91 9071381494,Indiranagar,Cafe,"Coffee, Brownie","Cafe, Fast Food",900,Delivery,Old Airport Road,Premium,Good
The Belgian Waffle Co.,Yes,No,4.0,74,080 43755127,Indiranagar,Dessert Parlor,"Waffles, Pancakes","Desserts, Beverages",350,Delivery,Old Airport Road,Mid,Good
Biggies Burger 'n' More,Yes,No,4.3,195,"+91 9986769000
+91 9986123444",Indiranagar,Cafe,"Burgers, Mojito, Sea Food, Hot Dog, Crab Burger, French Fries, Peri Fries","Cafe, Burger, Fast Food",400,Delivery,Old Airport Road,Mid,Excellent
Chung's Chinese Corner,Yes,No,2.7,290,"080 25250500
080 25214749",Indiranagar,Casual Dining,"Chicken Noodle, Rice Noodles, Dragon Rolls, American Chopsuey, Fried Rice Chicken, Chowmein, Clear Chicken Soup","Chinese, Asian, American, Seafood",600,Delivery,Old Airport Road,Mid,Average
Raat Ki Rani,Yes,No,4.3,267,"+91 7406700070
+91 9916272700",Jeevan Bhima Nagar,Delivery,"Paratha, Kheer, Burgers, Ghee Rice, Rolls, Veg Burger, White Sauce Pasta","Fast Food, North Indian",400,Delivery,Old Airport Road,Mid,Excellent
Nizaam's Kaati Rolls & Kebabs,Yes,No,3.7,112,"080 25210441
+91 9343661777",Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Chicken Chaap, Kathi Roll, Chicken Egg Roll, Mutton Biryani","Street Food, North Indian, Rolls",450,Delivery,Old Airport Road,Mid,Good
Fullyfilled,Yes,No,4.0,48,+91 9538674957,Indiranagar,Quick Bites,"Momos, Shawarma, Chicken Shawarama","Fast Food, Chinese, Lebanese",200,Delivery,Old Airport Road,Budget,Good
Venus Biryani,Yes,No,3.1,149,"+91 9060123292
+91 9880349295",Domlur,Quick Bites,Dum Biryani,"Biryani, Chinese",200,Delivery,Old Airport Road,Budget,Average
Ibaco,Yes,No,4.0,292,+91 9686388388,Indiranagar,Dessert Parlor,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",Desserts,300,Delivery,Old Airport Road,Budget,Good
Kobe Sizzlers,Yes,Yes,4.1,1503,+91 8050001660,Indiranagar,Casual Dining,"Sizzler Brownie, Ice Tea, Paneer Steak, Momos, Pizza, Sangria, Tomato Soup","American, Continental, Fast Food, Steak",1500,Delivery,Old Airport Road,Premium,Excellent
Dakshin Biryani & Tiffin,Yes,No,3.4,334,"+91 9844037347
+91 9844747347",Indiranagar,Casual Dining,"Biryani, Multi Grain Dosa, Kheer, Egg Bhurji, Sooji Halwa, Tamarind Chicken, Coffee","Andhra, South Indian, North Indian",550,Delivery,Old Airport Road,Mid,Average
Mother's Meal,Yes,No,3.8,134,+91 9620155240,CV Raman Nagar,Quick Bites,"Sweet Lassi, Thali, Kadhai Paneer, Kadhi, Aloo Paratha, Paneer Bhurji, Chole",North Indian,200,Delivery,Old Airport Road,Budget,Good
Asaivam Restaurant,Yes,No,4.0,71,"080 43721036
+91 7338245758",Indiranagar,Casual Dining,Mutton Biryani,"Chettinad, South Indian",750,Delivery,Old Airport Road,Premium,Good
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Yes,No,3.9,87,"080 43721095
+91 7012633816",Indiranagar,Cafe,"Burgers, Pasta, Chicken Wings, Chicken Popcorn, Chicken Burger, Cheese Corn Balls","Cafe, Fast Food, Chinese",450,Delivery,Old Airport Road,Mid,Good
The Yogisthaan Cafe,Yes,No,4.2,1216,"+91 8040914888
+91 7411400888",Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600,Delivery,Old Airport Road,Mid,Excellent
Peace Restaurant,Yes,No,2.7,125,080 43714742,Indiranagar,Quick Bites,"Momos, Thukpa, Butter Tea","Chinese, Tibetan, North Indian",500,Delivery,Old Airport Road,Mid,Average
Red Chilliez,Yes,No,3.5,217,"+91 9164666000
+91 9844679117",Thippasandra,Casual Dining,"Neer Dosa, Butter Naan, Chicken Curry, Butter Chicken, Panneer Butter Masala, Dal Tadka, Biryani","North Indian, Chinese, Seafood, Mangalorean",650,Delivery,Old Airport Road,Mid,Average
The Twisted Desi,Yes,Yes,,0,080 49652900,Indiranagar,Casual Dining,"Vegetable Biryani, Dal Makhani, Matar Methi Malai, Pasta, Rasmalai, Gulab Jamun, Diwani Handi","Continental, Italian, North Indian, Chinese",1000,Delivery,Old Airport Road,Premium,Unrated
GMT - Gelateria Montecatini Terme,Yes,No,4.4,282,"+91 7406210205
+91 7619440425",Indiranagar,Dessert Parlor,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone","Desserts, Ice Cream",300,Delivery,Old Airport Road,Budget,Excellent
Chapati House,Yes,No,3.9,34,+91 8126045111,Ejipura,Quick Bites,Naan,North Indian,300,Delivery,Old Airport Road,Budget,Good
Oye Amritsar,Yes,Yes,3.9,1488,"+91 9036098911
080 41232111",Indiranagar,Casual Dining,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",North Indian,600,Delivery,Old Airport Road,Mid,Good
Srinathji's,Yes,Yes,3.6,598,"080 41126155
+91 8197708800",Indiranagar,Casual Dining,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries","Street Food, Chinese, Italian, North Indian",800,Delivery,Old Airport Road,Premium,Good
Little Italy,Yes,Yes,4.2,3305,"080 25207171
080 25207272",Indiranagar,Casual Dining,"Pasta, Macaroni, Caesar Salad, Wood Fire Pizza, Ravioli, Chocolate Bomb, Cocktails","Italian, Pizza, Mexican",1400,Delivery,Old Airport Road,Premium,Excellent
Le Gateau - The Cake Shop,Yes,No,4.4,542,"+91 7760361067
+91 9902616687",Old Airport Road,Delivery,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake","Desserts, Bakery",600,Delivery,Old Airport Road,Mid,Excellent
Gooey & Fluffy,Yes,No,3.9,90,"+91 7338091095
+91 8147759894",Thippasandra,Delivery,Salted Caramel Brownie,"Desserts, Bakery",200,Delivery,Old Airport Road,Budget,Good
Tayabbs,Yes,No,4.0,739,+91 7829811234,Indiranagar,Quick Bites,"Rolls, Beda Roti, Chicken Malai Roll, Paneer Roll, Peri Peri Chicken, Mutton Baida Roti, Chicken Beda","Rolls, North Indian, Fast Food",500,Delivery,Old Airport Road,Mid,Good
Stuffd,Yes,No,3.8,33,+91 8048143038,Old Airport Road,"Takeaway, Delivery","Gol Gappe, Noodles, Lassi, Chocolate Milkshake","Continental, North Indian",500,Delivery,Old Airport Road,Mid,Good
Grubhouse,Yes,No,4.1,338,080 40999721,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Carbonara, Crispy Corn, Mutton Curry, Lemonade","Cafe, Continental",800,Delivery,Old Airport Road,Premium,Excellent
3 Leafs,Yes,No,3.7,128,"080 40909669
+91 9845774928",Kaggadasapura,Casual Dining,"Butter Naan, Rumali Roti, Mutton Curry, Paratha, Biryani, Chicken Guntur","North Indian, South Indian, Chinese",600,Delivery,Old Airport Road,Mid,Good
Pulimunchi,Yes,Yes,4.3,695,"080 41233940
00 09686013675",Indiranagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Tender Coconut Souffle, Crab Ghee Roast, Fish, Prawn Ghee Roast","Mangalorean, Seafood",1000,Delivery,Old Airport Road,Premium,Excellent
World In A Bowl,Yes,No,2.9,40,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Pasta, Butter Chicken, Fruit Bowl","Continental, North Indian, Desserts, Beverages",600,Delivery,Old Airport Road,Mid,Average
A2B - Adyar Ananda Bhavan,Yes,No,3.0,570,"18001036363
+91 7338816655",Indiranagar,Casual Dining,"Pav Bhaji, Filter Coffee, Onion Dosa, Mysore Pak, Vada, Filter Kaapi, Rava Dosa","South Indian, North Indian, Chinese, Street Food, Fast Food",400,Delivery,Old Airport Road,Mid,Average
Sethji Home Made Food,Yes,No,3.5,229,+91 8025256189,Indiranagar,Quick Bites,"Paratha, Gulab Jamun, Sweet Lassi, Paneer Bhurji, Chaach, Paneer Parantha, Raita",North Indian,350,Delivery,Old Airport Road,Mid,Average
Chillikum,Yes,No,3.6,38,+91 8552993993,Indiranagar,Quick Bites,"Paneer Biryani, Vegetable Biryani, Paratha",North Indian,350,Delivery,Old Airport Road,Mid,Good
Rahhams,Yes,No,2.8,420,"080 25268700
080 25269700",Old Airport Road,Casual Dining,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita","Mughlai, North Indian, Chinese",700,Delivery,Old Airport Road,Mid,Average
The Ganache Factory,Yes,No,4.1,42,+91 9632259860,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",400,Delivery,Old Airport Road,Mid,Excellent
Tunday Kababi,Yes,No,3.8,724,+91 9739583030,Indiranagar,Casual Dining,"Tandoori Chicken, Galauti Kebab, Mughlai Paratha, Kheer, Mutton Biryani, Rolls, Rumali Roti","Lucknowi, Mughlai",500,Delivery,Old Airport Road,Mid,Good
